# epoch	train_loss	dev_loss	dev_score	best_dev_score
51	0.498041	0.0429	0.2026
52	0.471385	0.0417	0.2026
53	0.460037	0.0433	0.2026
54	0.446112	0.0353	0.2026
55	0.429373	0.0352	0.2026
56	0.418512	0.0391	0.2026
57	0.413964	0.0412	0.2026
58	0.403087	0.0376	0.2026
59	0.396507	0.0406	0.2026
60	0.391742	0.0355	0.2026
61	0.385008	0.0396	0.2026
62	0.377734	0.0352	0.2026
63	0.369090	0.0375	0.2026
64	0.366132	0.0373	0.2026
65	0.364276	0.0385	0.2026
66	0.357257	0.0444	0.2026
67	0.350131	0.0326	0.2026
68	0.342980	0.0375	0.2026
69	0.340344	0.0352	0.2026
70	0.333163	0.0394	0.2026
